file_size,total_time_taken,average_time_taken
678,0.059161,8.725811209439527e-05
679,0.05307,7.815905743740795e-05
680,0.057939,8.520441176470588e-05
681,0.068259,0.00010023348017621146
682,0.051208,7.508504398826979e-05
683,0.051731,7.574084919472913e-05
684,0.059967,8.767105263157894e-05
685,0.050371,7.353430656934306e-05
686,0.068905,0.00010044460641399416
687,0.066136,9.626783114992722e-05
688,0.061314,8.911918604651162e-05
689,0.076437,0.0001109390420899855
690,0.062664,9.081739130434782e-05
691,0.051853,7.504052098408104e-05
692,0.089525,0.00012937138728323698
693,0.073147,0.00010555122655122656
694,0.076348,0.00011001152737752162
695,0.085423,0.00012291079136690647
696,0.071991,0.0001034353448275862
697,0.062038,8.900717360114778e-05
698,0.058107,8.324785100286533e-05
699,0.062859,8.992703862660943e-05
700,0.059936,8.562285714285715e-05
701,0.048943,6.98188302425107e-05
702,0.062029,8.836039886039887e-05
703,0.060286,8.575533428165007e-05
704,0.063169,8.972869318181818e-05
705,0.061057,8.660567375886524e-05
706,0.070344,9.963739376770538e-05
707,0.054886,7.763224893917963e-05
708,0.063061,8.906920903954802e-05
709,0.062095,8.758110014104372e-05
710,0.05466,7.698591549295775e-05
711,0.046866,6.591561181434599e-05
712,0.07511,0.00010549157303370786
713,0.069255,9.713183730715287e-05
714,0.070299,9.845798319327732e-05
715,0.047889,6.697762237762237e-05
716,0.056085,7.833100558659219e-05
717,0.05794,8.080892608089261e-05
718,0.070197,9.776740947075208e-05
719,0.042665,5.93393602225313e-05
720,0.059527,8.267638888888888e-05
721,0.047791,6.628432732316227e-05
722,0.044656,6.185041551246538e-05
723,0.042685,5.9038727524204705e-05
724,0.046286,6.393093922651933e-05
725,0.044716,6.167724137931034e-05
726,0.061035,8.407024793388429e-05
727,0.062119,8.544566712517194e-05
728,0.080169,0.00011012225274725275
729,0.07019,9.628257887517147e-05
730,0.057047,7.814657534246575e-05
731,0.050197,6.866894664842682e-05
732,0.04984,6.808743169398907e-05
733,0.053531,7.30300136425648e-05
734,0.061913,8.435013623978202e-05
735,0.061099,8.312789115646258e-05
736,0.067168,9.12608695652174e-05
737,0.047744,6.478154681139756e-05
738,0.050876,6.893766937669376e-05
739,0.046328,6.269012178619757e-05
740,0.057385,7.754729729729729e-05
741,0.070366,9.49608636977058e-05
742,0.068046,9.170619946091643e-05
743,0.089543,0.00012051547779273216
744,0.097113,0.00013052822580645162
745,0.066945,8.985906040268457e-05
746,0.049533,6.639812332439678e-05
747,0.079308,0.00010616867469879518
748,0.074952,0.00010020320855614974
749,0.067973,9.075166889185582e-05
750,0.064118,8.549066666666666e-05
751,0.054811,7.298402130492677e-05
752,0.065091,8.655718085106383e-05
753,0.04784,6.353253652058434e-05
754,0.049859,6.612599469496021e-05
755,0.050862,6.736688741721854e-05
756,0.067091,8.874470899470899e-05
757,0.075238,9.93896961690885e-05
758,0.067123,8.855277044854882e-05
759,0.060004,7.90566534914361e-05
760,0.063975,8.417763157894738e-05
761,0.051861,6.814848883048619e-05
762,0.061146,8.024409448818897e-05
763,0.064139,8.406159895150721e-05
764,0.064629,8.459293193717278e-05
765,0.06931,9.060130718954248e-05
766,0.054838,7.159007832898173e-05
767,0.051863,6.761799217731421e-05
768,0.057073,7.431380208333334e-05
769,0.053655,6.977243172951886e-05
770,0.06302,8.184415584415586e-05
771,0.05216,6.765239948119325e-05
772,0.048706,6.309067357512953e-05
773,0.049825,6.445666235446313e-05
774,0.0507,6.550387596899225e-05
775,0.05295,6.83225806451613e-05
776,0.050957,6.566623711340206e-05
777,0.044846,5.7716859716859715e-05
778,0.043777,5.6268637532133683e-05
779,0.047881,6.146469833119384e-05
780,0.047829,6.131923076923078e-05
781,0.049996,6.401536491677337e-05
782,0.072242,9.238107416879796e-05
783,0.062092,7.930012771392082e-05
784,0.05938,7.573979591836735e-05
785,0.052046,6.630063694267516e-05
786,0.046685,5.939567430025445e-05
787,0.049322,6.267090216010165e-05
788,0.044793,5.684390862944162e-05
789,0.072257,9.158048162230672e-05
790,0.059593,7.543417721518988e-05
791,0.053959,6.821618204804046e-05
792,0.062123,7.84381313131313e-05
793,0.059033,7.444262295081968e-05
794,0.077117,9.712468513853904e-05
795,0.080054,0.00010069685534591195
796,0.074767,9.3928391959799e-05
797,0.065125,8.171267252195735e-05
798,0.073423,9.200877192982456e-05
799,0.049912,6.246808510638297e-05
800,0.064005,8.000625000000001e-05
801,0.056003,6.991635455680399e-05
802,0.058225,7.25997506234414e-05
803,0.055876,6.95840597758406e-05
804,0.057169,7.110572139303482e-05
805,0.056142,6.974161490683229e-05
806,0.069198,8.585359801488833e-05
807,0.079396,9.838413878562577e-05
808,0.096671,0.00011964232673267327
809,0.071113,8.790234857849196e-05
